,date,price,freight_value,quantity_sold,cci_value,unemr_value,inflation_value
135,2018-01-10 19:22:09,69.9,13.08,1,100.1898,12.19999981,2.855116
136,2018-01-11 00:25:54,69.9,32.94,1,100.1898,12.19999981,2.855116
137,2018-01-11 12:20:07,69.9,29.9,1,100.1898,12.19999981,2.855116
138,2018-01-11 15:40:47,69.9,20.98,2,100.1898,12.19999981,2.855116
139,2018-01-11 16:51:17,69.9,19.98,1,100.1898,12.19999981,2.855116
140,2018-01-11 19:15:06,69.9,13.08,1,100.1898,12.19999981,2.855116
141,2018-01-11 21:47:10,69.9,16.12,1,100.1898,12.19999981,2.855116
142,2018-01-11 23:38:06,69.9,16.12,1,100.1898,12.19999981,2.855116
143,2018-01-12 20:09:02,69.9,13.08,1,100.1898,12.19999981,2.855116
144,2018-01-12 21:48:47,69.9,13.08,1,100.1898,12.19999981,2.855116
145,2018-01-12 22:53:41,69.9,20.98,1,100.1898,12.19999981,2.855116
146,2018-01-13 00:21:59,69.9,29.9,1,100.1898,12.19999981,2.855116
147,2018-01-13 06:24:46,69.9,13.08,2,100.1898,12.19999981,2.855116
148,2018-01-13 12:13:44,69.9,20.98,1,100.1898,12.19999981,2.855116
149,2018-01-13 15:18:32,69.9,19.98,1,100.1898,12.19999981,2.855116
150,2018-01-13 16:47:32,69.9,19.98,1,100.1898,12.19999981,2.855116
151,2018-01-14 17:46:11,69.9,23.36,1,100.1898,12.19999981,2.855116
152,2018-01-14 22:26:31,69.9,13.08,1,100.1898,12.19999981,2.855116
153,2018-01-15 11:04:05,69.9,20.98,2,100.1898,12.19999981,2.855116
154,2018-01-15 14:21:22,69.9,13.08,1,100.1898,12.19999981,2.855116
155,2018-01-15 14:30:06,69.9,13.08,1,100.1898,12.19999981,2.855116
156,2018-01-15 18:24:19,69.9,19.98,1,100.1898,12.19999981,2.855116
157,2018-01-15 20:01:51,69.9,13.08,1,100.1898,12.19999981,2.855116
158,2018-01-15 21:50:36,69.9,13.08,1,100.1898,12.19999981,2.855116
159,2018-01-16 09:46:23,69.9,13.08,1,100.1898,12.19999981,2.855116
160,2018-01-16 12:45:33,69.9,13.08,1,100.1898,12.19999981,2.855116
161,2018-01-16 17:42:39,69.9,16.12,1,100.1898,12.19999981,2.855116
162,2018-01-17 13:25:28,69.9,19.98,1,100.1898,12.19999981,2.855116
163,2018-01-17 17:03:23,69.9,13.08,1,100.1898,12.19999981,2.855116
164,2018-01-17 17:40:14,69.9,13.08,1,100.1898,12.19999981,2.855116
165,2018-01-17 18:09:50,69.9,13.08,1,100.1898,12.19999981,2.855116
166,2018-01-18 13:29:55,69.9,13.08,1,100.1898,12.19999981,2.855116
167,2018-01-18 15:17:24,69.9,16.12,1,100.1898,12.19999981,2.855116
168,2018-01-18 19:47:58,69.9,13.08,1,100.1898,12.19999981,2.855116
169,2018-01-18 21:57:16,69.9,19.98,1,100.1898,12.19999981,2.855116
170,2018-01-18 23:14:10,69.9,13.08,1,100.1898,12.19999981,2.855116
171,2018-01-19 09:19:07,69.9,13.08,2,100.1898,12.19999981,2.855116
172,2018-01-19 16:33:20,69.9,19.98,1,100.1898,12.19999981,2.855116
173,2018-01-19 16:33:57,69.9,16.12,2,100.1898,12.19999981,2.855116
174,2018-01-19 16:47:26,69.9,19.98,1,100.1898,12.19999981,2.855116
175,2018-01-21 14:29:50,69.9,20.98,2,100.1898,12.19999981,2.855116
176,2018-01-21 15:44:24,69.9,16.12,2,100.1898,12.19999981,2.855116
177,2018-01-21 16:31:04,69.9,13.08,1,100.1898,12.19999981,2.855116
178,2018-01-22 10:10:44,69.9,19.98,1,100.1898,12.19999981,2.855116
179,2018-01-22 11:34:24,69.9,13.08,1,100.1898,12.19999981,2.855116
180,2018-01-22 20:51:53,69.9,13.08,2,100.1898,12.19999981,2.855116
181,2018-01-23 12:22:00,69.9,19.98,1,100.1898,12.19999981,2.855116
182,2018-01-23 14:17:56,69.9,23.36,1,100.1898,12.19999981,2.855116
183,2018-01-23 22:21:52,69.9,22.36,1,100.1898,12.19999981,2.855116
184,2018-01-24 12:38:22,69.9,32.94,1,100.1898,12.19999981,2.855116
185,2018-01-24 20:56:37,69.9,20.98,1,100.1898,12.19999981,2.855116
186,2018-01-25 11:30:52,69.9,32.94,1,100.1898,12.19999981,2.855116
187,2018-01-25 12:54:56,69.9,20.98,1,100.1898,12.19999981,2.855116
188,2018-01-27 09:32:51,69.9,16.12,1,100.1898,12.19999981,2.855116
189,2018-02-12 21:25:28,69.9,23.0,1,100.2952,12.60000038,2.844894
190,2018-02-13 21:54:39,69.9,19.98,1,100.2952,12.60000038,2.844894
191,2018-02-13 22:29:44,69.9,13.08,1,100.2952,12.60000038,2.844894
192,2018-02-14 02:30:34,69.9,13.08,1,100.2952,12.60000038,2.844894
193,2018-02-14 13:18:52,69.9,13.08,3,100.2952,12.60000038,2.844894
194,2018-02-14 14:20:29,69.9,13.08,2,100.2952,12.60000038,2.844894
195,2018-02-14 21:29:43,69.9,13.08,2,100.2952,12.60000038,2.844894
196,2018-02-15 13:03:08,69.9,20.98,1,100.2952,12.60000038,2.844894
197,2018-02-15 16:13:46,69.9,13.08,2,100.2952,12.60000038,2.844894
198,2018-02-17 01:29:13,69.9,13.08,1,100.2952,12.60000038,2.844894
199,2018-02-17 19:09:21,69.9,20.98,1,100.2952,12.60000038,2.844894
200,2018-02-19 10:17:28,69.9,19.98,1,100.2952,12.60000038,2.844894
201,2018-02-19 18:50:41,69.9,19.98,1,100.2952,12.60000038,2.844894
202,2018-02-19 22:31:34,69.9,20.98,1,100.2952,12.60000038,2.844894
203,2018-02-20 20:51:22,69.9,16.12,1,100.2952,12.60000038,2.844894
204,2018-02-21 10:43:58,69.9,19.98,1,100.2952,12.60000038,2.844894
205,2018-02-21 12:31:46,69.9,13.08,1,100.2952,12.60000038,2.844894
206,2018-02-22 23:30:05,69.9,16.12,1,100.2952,12.60000038,2.844894
207,2018-02-23 14:43:35,69.9,13.08,1,100.2952,12.60000038,2.844894
208,2018-02-23 17:28:36,69.9,19.98,1,100.2952,12.60000038,2.844894
209,2018-02-24 09:27:13,69.9,13.08,1,100.2952,12.60000038,2.844894
210,2018-02-26 08:51:17,69.9,13.08,2,100.2952,12.60000038,2.844894
211,2018-02-26 09:19:13,69.9,19.98,2,100.2952,12.60000038,2.844894
212,2018-02-26 16:51:20,69.9,16.12,1,100.2952,12.60000038,2.844894
213,2018-02-26 18:19:17,69.9,16.12,1,100.2952,12.60000038,2.844894
214,2018-02-27 14:59:25,69.9,20.98,1,100.2952,12.60000038,2.844894
215,2018-02-27 15:42:55,69.9,13.08,2,100.2952,12.60000038,2.844894
216,2018-02-27 16:30:12,69.9,13.08,2,100.2952,12.60000038,2.844894
217,2018-02-27 17:19:31,69.9,20.98,1,100.2952,12.60000038,2.844894
218,2018-02-27 21:25:02,69.9,20.98,1,100.2952,12.60000038,2.844894
219,2018-02-28 10:46:18,69.9,13.08,3,100.2952,12.60000038,2.844894
220,2018-02-28 21:01:01,69.9,20.98,1,100.2952,12.60000038,2.844894
221,2018-03-01 10:18:55,69.9,24.94,1,100.4054,13.10000038,2.680803
222,2018-03-02 00:09:59,69.9,13.08,1,100.4054,13.10000038,2.680803
223,2018-03-02 14:42:43,69.9,20.98,1,100.4054,13.10000038,2.680803
224,2018-03-02 15:27:05,69.9,14.0,2,100.4054,13.10000038,2.680803
225,2018-03-03 20:17:36,69.9,13.08,1,100.4054,13.10000038,2.680803
226,2018-03-03 22:22:38,69.9,19.98,1,100.4054,13.10000038,2.680803
227,2018-03-04 13:10:50,69.9,23.36,1,100.4054,13.10000038,2.680803
228,2018-03-04 21:47:10,69.9,13.08,1,100.4054,13.10000038,2.680803
229,2018-03-04 23:38:00,69.9,35.85,1,100.4054,13.10000038,2.680803
230,2018-03-05 11:46:57,69.9,19.98,1,100.4054,13.10000038,2.680803
231,2018-03-05 15:07:36,69.9,19.98,2,100.4054,13.10000038,2.680803
232,2018-03-05 18:17:36,69.9,20.98,1,100.4054,13.10000038,2.680803
233,2018-03-05 20:21:02,69.9,21.57,1,100.4054,13.10000038,2.680803
234,2018-03-05 22:30:02,69.9,21.57,2,100.4054,13.10000038,2.680803
235,2018-03-06 17:42:44,69.9,26.57,1,100.4054,13.10000038,2.680803
236,2018-03-06 20:06:34,69.9,26.57,1,100.4054,13.10000038,2.680803
237,2018-03-06 22:33:02,69.9,17.4,1,100.4054,13.10000038,2.680803
238,2018-03-07 15:59:58,69.9,14.13,1,100.4054,13.10000038,2.680803
239,2018-03-08 19:46:59,69.9,12.43,2,100.4054,13.10000038,2.680803
240,2018-03-08 20:08:04,69.9,17.4,1,100.4054,13.10000038,2.680803
241,2018-03-09 13:30:23,69.9,26.57,1,100.4054,13.10000038,2.680803
242,2018-03-09 18:16:15,69.9,21.57,1,100.4054,13.10000038,2.680803
243,2018-03-09 20:45:07,69.9,26.57,1,100.4054,13.10000038,2.680803
244,2018-03-10 15:04:34,69.9,12.43,2,100.4054,13.10000038,2.680803
245,2018-03-11 18:14:17,69.9,21.57,1,100.4054,13.10000038,2.680803
246,2018-03-12 10:13:05,69.9,26.57,1,100.4054,13.10000038,2.680803
247,2018-03-15 14:19:41,69.9,28.96,1,100.4054,13.10000038,2.680803
248,2018-03-15 22:00:27,69.9,12.43,1,100.4054,13.10000038,2.680803
249,2018-03-17 15:14:48,69.9,25.04,1,100.4054,13.10000038,2.680803
250,2018-03-17 23:06:17,69.9,12.43,1,100.4054,13.10000038,2.680803
251,2018-03-18 17:31:21,69.9,20.06,2,100.4054,13.10000038,2.680803
252,2018-03-18 19:56:52,69.9,16.18,1,100.4054,13.10000038,2.680803
253,2018-03-18 20:18:21,69.9,20.06,1,100.4054,13.10000038,2.680803
254,2018-03-18 22:38:10,69.9,12.43,1,100.4054,13.10000038,2.680803
255,2018-03-19 14:49:56,69.9,12.43,1,100.4054,13.10000038,2.680803
256,2018-03-20 11:29:46,69.9,24.71,1,100.4054,13.10000038,2.680803
257,2018-03-21 13:09:40,69.9,25.04,1,100.4054,13.10000038,2.680803
258,2018-03-21 15:09:08,69.9,24.71,1,100.4054,13.10000038,2.680803
259,2018-03-21 21:42:56,69.9,20.06,1,100.4054,13.10000038,2.680803
260,2018-03-22 12:42:36,69.9,16.18,1,100.4054,13.10000038,2.680803
261,2018-03-22 15:11:22,69.9,20.06,1,100.4054,13.10000038,2.680803
262,2018-03-23 10:10:19,69.9,12.43,1,100.4054,13.10000038,2.680803
263,2018-03-23 15:57:23,69.9,20.06,1,100.4054,13.10000038,2.680803
264,2018-03-24 10:01:37,69.9,20.06,1,100.4054,13.10000038,2.680803
265,2018-03-24 14:24:28,69.9,16.18,1,100.4054,13.10000038,2.680803
266,2018-03-24 19:48:21,69.9,12.43,2,100.4054,13.10000038,2.680803
267,2018-03-25 17:58:55,69.9,16.18,1,100.4054,13.10000038,2.680803
268,2018-03-25 23:46:57,69.9,12.43,1,100.4054,13.10000038,2.680803
269,2018-03-26 02:15:00,69.9,12.43,1,100.4054,13.10000038,2.680803
270,2018-03-26 12:25:58,69.9,20.06,1,100.4054,13.10000038,2.680803
271,2018-03-26 22:25:35,69.9,22.45,1,100.4054,13.10000038,2.680803
272,2018-03-26 23:03:30,69.9,22.45,1,100.4054,13.10000038,2.680803
273,2018-03-26 23:35:47,69.9,12.43,1,100.4054,13.10000038,2.680803
274,2018-03-27 13:55:54,69.9,12.43,2,100.4054,13.10000038,2.680803
275,2018-03-30 16:32:37,69.9,12.43,1,100.4054,13.10000038,2.680803
276,2018-03-30 20:24:56,69.9,12.43,1,100.4054,13.10000038,2.680803
277,2018-03-31 18:28:25,69.9,12.43,1,100.4054,13.10000038,2.680803
278,2018-04-01 15:51:53,69.9,16.18,1,100.3203,12.89999962,2.762797
279,2018-04-01 18:33:04,69.9,25.04,1,100.3203,12.89999962,2.762797
280,2018-04-01 20:29:00,69.9,12.43,1,100.3203,12.89999962,2.762797
281,2018-04-02 08:48:21,69.9,12.43,1,100.3203,12.89999962,2.762797
282,2018-04-02 11:51:50,69.9,12.43,1,100.3203,12.89999962,2.762797
283,2018-04-02 22:16:22,69.9,12.43,3,100.3203,12.89999962,2.762797
284,2018-04-03 00:42:20,69.9,12.43,1,100.3203,12.89999962,2.762797
285,2018-04-03 17:16:46,69.9,12.43,2,100.3203,12.89999962,2.762797
286,2018-04-04 18:14:13,69.9,24.71,1,100.3203,12.89999962,2.762797
287,2018-04-05 12:50:54,69.9,24.71,1,100.3203,12.89999962,2.762797
288,2018-04-05 14:26:15,69.9,12.43,3,100.3203,12.89999962,2.762797
289,2018-04-05 16:52:50,69.9,16.18,1,100.3203,12.89999962,2.762797
290,2018-04-05 22:00:32,69.9,12.43,1,100.3203,12.89999962,2.762797
291,2018-04-06 10:42:06,69.9,24.71,1,100.3203,12.89999962,2.762797
292,2018-04-07 11:29:56,69.9,16.18,1,100.3203,12.89999962,2.762797
293,2018-04-07 11:50:43,69.9,12.43,1,100.3203,12.89999962,2.762797
294,2018-04-07 20:11:54,69.9,12.43,1,100.3203,12.89999962,2.762797
295,2018-04-08 17:36:18,69.9,12.43,1,100.3203,12.89999962,2.762797
296,2018-04-08 20:29:33,69.9,20.06,1,100.3203,12.89999962,2.762797
297,2018-04-09 16:28:27,69.9,24.71,1,100.3203,12.89999962,2.762797
298,2018-04-09 23:34:35,69.9,24.71,2,100.3203,12.89999962,2.762797
299,2018-04-10 10:40:01,69.9,25.04,1,100.3203,12.89999962,2.762797
300,2018-04-12 23:00:13,69.9,12.43,1,100.3203,12.89999962,2.762797
301,2018-04-13 19:07:29,69.9,12.43,1,100.3203,12.89999962,2.762797
302,2018-04-14 15:31:49,69.9,12.43,1,100.3203,12.89999962,2.762797
303,2018-04-15 20:07:56,69.9,20.06,1,100.3203,12.89999962,2.762797
304,2018-04-16 00:50:40,69.9,12.43,2,100.3203,12.89999962,2.762797
305,2018-04-16 20:33:44,69.9,15.55,2,100.3203,12.89999962,2.762797
306,2018-04-16 21:07:16,69.9,15.55,2,100.3203,12.89999962,2.762797
307,2018-04-17 09:58:46,69.9,15.55,2,100.3203,12.89999962,2.762797
308,2018-04-17 14:23:50,69.9,15.55,1,100.3203,12.89999962,2.762797
309,2018-04-17 14:32:21,69.9,12.43,1,100.3203,12.89999962,2.762797
310,2018-04-17 15:21:32,69.9,12.43,1,100.3203,12.89999962,2.762797
311,2018-04-17 18:41:47,69.9,15.55,1,100.3203,12.89999962,2.762797
312,2018-04-17 21:42:27,69.9,13.85,1,100.3203,12.89999962,2.762797
313,2018-04-17 22:25:47,69.9,12.43,1,100.3203,12.89999962,2.762797
314,2018-04-18 11:53:03,69.9,15.55,1,100.3203,12.89999962,2.762797
315,2018-04-18 13:30:46,69.9,15.55,2,100.3203,12.89999962,2.762797
316,2018-04-18 13:56:51,69.9,15.55,1,100.3203,12.89999962,2.762797
317,2018-04-19 01:10:02,69.9,12.43,1,100.3203,12.89999962,2.762797
318,2018-04-19 08:30:20,69.9,15.55,1,100.3203,12.89999962,2.762797
319,2018-04-19 10:18:33,69.9,15.55,1,100.3203,12.89999962,2.762797
320,2018-04-19 12:46:41,69.9,15.55,1,100.3203,12.89999962,2.762797
321,2018-04-19 14:42:34,69.9,15.55,1,100.3203,12.89999962,2.762797
322,2018-04-19 22:05:52,69.9,15.55,1,100.3203,12.89999962,2.762797
323,2018-04-20 07:59:18,69.9,15.55,1,100.3203,12.89999962,2.762797
324,2018-04-20 18:29:15,69.9,15.55,1,100.3203,12.89999962,2.762797
325,2018-04-21 11:59:45,69.9,15.55,1,100.3203,12.89999962,2.762797
326,2018-04-21 17:20:44,69.9,12.43,1,100.3203,12.89999962,2.762797
327,2018-04-22 13:50:47,69.9,15.55,1,100.3203,12.89999962,2.762797
328,2018-04-22 15:59:16,69.9,15.55,1,100.3203,12.89999962,2.762797
329,2018-04-22 17:08:49,69.9,15.55,1,100.3203,12.89999962,2.762797
330,2018-04-23 09:07:38,69.9,15.55,1,100.3203,12.89999962,2.762797
331,2018-04-23 10:50:18,69.9,15.55,1,100.3203,12.89999962,2.762797
332,2018-04-23 11:07:45,69.9,15.55,1,100.3203,12.89999962,2.762797
333,2018-04-23 14:18:51,69.9,15.55,1,100.3203,12.89999962,2.762797
334,2018-04-23 21:07:39,69.9,18.6,1,100.3203,12.89999962,2.762797
335,2018-04-24 22:42:01,69.9,15.55,1,100.3203,12.89999962,2.762797
336,2018-04-24 23:08:40,69.9,15.55,1,100.3203,12.89999962,2.762797
337,2018-04-25 23:33:01,69.9,10.87,1,100.3203,12.89999962,2.762797
338,2018-04-26 16:05:23,69.9,12.43,1,100.3203,12.89999962,2.762797
339,2018-04-26 16:36:35,69.9,12.43,1,100.3203,12.89999962,2.762797
340,2018-04-26 21:39:21,69.9,12.43,1,100.3203,12.89999962,2.762797
